customer_id,plan_name,annualized_revenue,churn_probability,risk_level,retention_priority
17132,Enterprise,599.88,0.2357,Low,Priority 4 - Low Risk
29026,Basic,119.88,0.2357,Low,Priority 4 - Low Risk
7576,Basic,119.88,0.2357,Low,Priority 4 - Low Risk
10876,Enterprise,44.99,0.2356,Low,Priority 4 - Low Risk
20141,Enterprise,419.88,0.2356,Low,Priority 4 - Low Risk
3507,Premium,21.24,0.2356,Low,Priority 4 - Low Risk
33111,Basic,107.88,0.2356,Low,Priority 4 - Low Risk
8783,Standard,15.99,0.2356,Low,Priority 4 - Low Risk
7911,Standard,15.99,0.2356,Low,Priority 4 - Low Risk
37221,Standard,172.68,0.2356,Low,Priority 4 - Low Risk
14049,Basic,9.99,0.2356,Low,Priority 4 - Low Risk
17350,Premium,254.88,0.2355,Low,Priority 4 - Low Risk
3860,Basic,119.88,0.2355,Low,Priority 4 - Low Risk
4009,Premium,269.88,0.2354,Low,Priority 4 - Low Risk
35558,Basic,101.88,0.2354,Low,Priority 4 - Low Risk
11741,Standard,191.88,0.2353,Low,Priority 4 - Low Risk
29239,Standard,14.39,0.2353,Low,Priority 4 - Low Risk
19688,Premium,239.88,0.2353,Low,Priority 4 - Low Risk
1916,Standard,172.68,0.2353,Low,Priority 4 - Low Risk
29413,Premium,19.99,0.2353,Low,Priority 4 - Low Risk
15234,Premium,299.88,0.2353,Low,Priority 4 - Low Risk
50663,Standard,11.19,0.2352,Low,Priority 4 - Low Risk
45891,Premium,22.49,0.2352,Low,Priority 4 - Low Risk
34666,Standard,191.88,0.2352,Low,Priority 4 - Low Risk
33466,Enterprise,539.88,0.2352,Low,Priority 4 - Low Risk
36673,Basic,119.88,0.2352,Low,Priority 4 - Low Risk
26342,Enterprise,599.88,0.2352,Low,Priority 4 - Low Risk
26038,Basic,9.99,0.2352,Low,Priority 4 - Low Risk
43691,Basic,119.88,0.2352,Low,Priority 4 - Low Risk
6171,Basic,107.88,0.2352,Low,Priority 4 - Low Risk
3869,Enterprise,44.99,0.2352,Low,Priority 4 - Low Risk
5557,Basic,8.99,0.2351,Low,Priority 4 - Low Risk
28451,Basic,9.99,0.2351,Low,Priority 4 - Low Risk
44402,Basic,95.88,0.235,Low,Priority 4 - Low Risk
25846,Standard,172.68,0.235,Low,Priority 4 - Low Risk
28005,Basic,119.88,0.235,Low,Priority 4 - Low Risk
30386,Premium,22.49,0.2349,Low,Priority 4 - Low Risk
37032,Basic,7.99,0.2349,Low,Priority 4 - Low Risk
16662,Premium,24.99,0.2349,Low,Priority 4 - Low Risk
39480,Basic,8.49,0.2349,Low,Priority 4 - Low Risk
2851,Standard,163.07999999999998,0.2348,Low,Priority 4 - Low Risk
48443,Premium,22.49,0.2348,Low,Priority 4 - Low Risk
39225,Standard,15.99,0.2348,Low,Priority 4 - Low Risk
39438,Enterprise,39.99,0.2348,Low,Priority 4 - Low Risk
33808,Standard,172.68,0.2348,Low,Priority 4 - Low Risk
17509,Basic,101.88,0.2348,Low,Priority 4 - Low Risk
34586,Premium,17.49,0.2347,Low,Priority 4 - Low Risk
108,Basic,101.88,0.2347,Low,Priority 4 - Low Risk
8814,Premium,24.99,0.2346,Low,Priority 4 - Low Risk
8984,Premium,24.99,0.2346,Low,Priority 4 - Low Risk
30378,Premium,209.88,0.2346,Low,Priority 4 - Low Risk
25482,Standard,15.99,0.2346,Low,Priority 4 - Low Risk
3705,Standard,191.88,0.2346,Low,Priority 4 - Low Risk
20304,Standard,15.99,0.2345,Low,Priority 4 - Low Risk
21890,Premium,299.88,0.2345,Low,Priority 4 - Low Risk
36184,Standard,153.48,0.2345,Low,Priority 4 - Low Risk
8292,Standard,12.79,0.2345,Low,Priority 4 - Low Risk
5956,Premium,239.88,0.2345,Low,Priority 4 - Low Risk
34215,Standard,15.99,0.2344,Low,Priority 4 - Low Risk
4923,Basic,9.99,0.2344,Low,Priority 4 - Low Risk
50495,Basic,9.99,0.2344,Low,Priority 4 - Low Risk
838,Basic,9.99,0.2344,Low,Priority 4 - Low Risk
1145,Standard,15.99,0.2344,Low,Priority 4 - Low Risk
23588,Enterprise,599.88,0.2343,Low,Priority 4 - Low Risk
34061,Enterprise,34.99,0.2343,Low,Priority 4 - Low Risk
47541,Standard,153.48,0.2342,Low,Priority 4 - Low Risk
51291,Premium,209.88,0.2342,Low,Priority 4 - Low Risk
24361,Premium,299.88,0.2342,Low,Priority 4 - Low Risk
10101,Basic,8.99,0.2342,Low,Priority 4 - Low Risk
28198,Basic,119.88,0.2341,Low,Priority 4 - Low Risk
22326,Premium,239.88,0.2341,Low,Priority 4 - Low Risk
14748,Premium,239.88,0.2341,Low,Priority 4 - Low Risk
12011,Basic,119.88,0.2341,Low,Priority 4 - Low Risk
46388,Standard,163.07999999999998,0.2341,Low,Priority 4 - Low Risk
45265,Standard,191.88,0.2341,Low,Priority 4 - Low Risk
43111,Basic,9.99,0.2341,Low,Priority 4 - Low Risk
1306,Standard,163.07999999999998,0.234,Low,Priority 4 - Low Risk
21848,Enterprise,599.88,0.234,Low,Priority 4 - Low Risk
46889,Enterprise,42.49,0.234,Low,Priority 4 - Low Risk
29779,Basic,9.99,0.234,Low,Priority 4 - Low Risk
32180,Basic,7.99,0.234,Low,Priority 4 - Low Risk
14,Premium,22.49,0.2339,Low,Priority 4 - Low Risk
1197,Basic,101.88,0.2339,Low,Priority 4 - Low Risk
12092,Basic,107.88,0.2339,Low,Priority 4 - Low Risk
10707,Basic,83.88,0.2338,Low,Priority 4 - Low Risk
20231,Standard,12.79,0.2338,Low,Priority 4 - Low Risk
42438,Enterprise,44.99,0.2338,Low,Priority 4 - Low Risk
16552,Premium,254.88,0.2338,Low,Priority 4 - Low Risk
12017,Basic,119.88,0.2338,Low,Priority 4 - Low Risk
10649,Premium,299.88,0.2338,Low,Priority 4 - Low Risk
26315,Basic,9.99,0.2338,Low,Priority 4 - Low Risk
40455,Premium,17.49,0.2337,Low,Priority 4 - Low Risk
15346,Standard,15.99,0.2337,Low,Priority 4 - Low Risk
11721,Basic,101.88,0.2337,Low,Priority 4 - Low Risk
38374,Enterprise,419.88,0.2337,Low,Priority 4 - Low Risk
46240,Standard,163.07999999999998,0.2337,Low,Priority 4 - Low Risk
16449,Premium,239.88,0.2337,Low,Priority 4 - Low Risk
42600,Premium,299.88,0.2337,Low,Priority 4 - Low Risk
11347,Basic,119.88,0.2337,Low,Priority 4 - Low Risk
7204,Standard,15.99,0.2336,Low,Priority 4 - Low Risk
49329,Basic,8.99,0.2336,Low,Priority 4 - Low Risk
21514,Basic,6.99,0.2336,Low,Priority 4 - Low Risk
43214,Enterprise,49.99,0.2336,Low,Priority 4 - Low Risk
31813,Enterprise,49.99,0.2336,Low,Priority 4 - Low Risk
6997,Premium,299.88,0.2336,Low,Priority 4 - Low Risk
27211,Premium,299.88,0.2335,Low,Priority 4 - Low Risk
8701,Standard,191.88,0.2335,Low,Priority 4 - Low Risk
4346,Basic,8.99,0.2335,Low,Priority 4 - Low Risk
49100,Basic,119.88,0.2335,Low,Priority 4 - Low Risk
34238,Basic,119.88,0.2335,Low,Priority 4 - Low Risk
14309,Basic,6.99,0.2335,Low,Priority 4 - Low Risk
40953,Basic,107.88,0.2335,Low,Priority 4 - Low Risk
10736,Enterprise,509.88,0.2335,Low,Priority 4 - Low Risk
29865,Standard,191.88,0.2335,Low,Priority 4 - Low Risk
13324,Basic,119.88,0.2334,Low,Priority 4 - Low Risk
30171,Basic,7.99,0.2334,Low,Priority 4 - Low Risk
6658,Basic,107.88,0.2334,Low,Priority 4 - Low Risk
31211,Premium,209.88,0.2334,Low,Priority 4 - Low Risk
29900,Premium,22.49,0.2334,Low,Priority 4 - Low Risk
3875,Standard,153.48,0.2334,Low,Priority 4 - Low Risk
22751,Premium,19.99,0.2333,Low,Priority 4 - Low Risk
5167,Standard,163.07999999999998,0.2333,Low,Priority 4 - Low Risk
40406,Premium,17.49,0.2333,Low,Priority 4 - Low Risk
8604,Basic,95.88,0.2333,Low,Priority 4 - Low Risk
13283,Premium,299.88,0.2333,Low,Priority 4 - Low Risk
18486,Basic,6.99,0.2333,Low,Priority 4 - Low Risk
15377,Premium,21.24,0.2332,Low,Priority 4 - Low Risk
7246,Basic,119.88,0.2332,Low,Priority 4 - Low Risk
34010,Basic,8.99,0.2332,Low,Priority 4 - Low Risk
39320,Premium,239.88,0.2331,Low,Priority 4 - Low Risk
42007,Basic,8.99,0.2331,Low,Priority 4 - Low Risk
13108,Basic,119.88,0.2331,Low,Priority 4 - Low Risk
51851,Basic,119.88,0.2331,Low,Priority 4 - Low Risk
29016,Enterprise,599.88,0.233,Low,Priority 4 - Low Risk
48468,Premium,19.99,0.233,Low,Priority 4 - Low Risk
24076,Enterprise,479.88,0.233,Low,Priority 4 - Low Risk
7447,Premium,254.88,0.233,Low,Priority 4 - Low Risk
31653,Enterprise,49.99,0.2329,Low,Priority 4 - Low Risk
5284,Basic,119.88,0.2329,Low,Priority 4 - Low Risk
29355,Basic,6.99,0.2329,Low,Priority 4 - Low Risk
26321,Basic,9.99,0.2328,Low,Priority 4 - Low Risk
30527,Enterprise,42.49,0.2328,Low,Priority 4 - Low Risk
48137,Standard,191.88,0.2328,Low,Priority 4 - Low Risk
7526,Standard,15.99,0.2328,Low,Priority 4 - Low Risk
21138,Enterprise,479.88,0.2328,Low,Priority 4 - Low Risk
32947,Standard,191.88,0.2328,Low,Priority 4 - Low Risk
24970,Basic,83.88,0.2327,Low,Priority 4 - Low Risk
21945,Enterprise,479.88,0.2327,Low,Priority 4 - Low Risk
33647,Premium,19.99,0.2327,Low,Priority 4 - Low Risk
26528,Premium,269.88,0.2326,Low,Priority 4 - Low Risk
49671,Basic,119.88,0.2326,Low,Priority 4 - Low Risk
43434,Premium,24.99,0.2326,Low,Priority 4 - Low Risk
9930,Standard,191.88,0.2326,Low,Priority 4 - Low Risk
915,Standard,14.39,0.2326,Low,Priority 4 - Low Risk
20903,Enterprise,599.88,0.2326,Low,Priority 4 - Low Risk
28066,Premium,254.88,0.2326,Low,Priority 4 - Low Risk
31562,Premium,299.88,0.2325,Low,Priority 4 - Low Risk
16683,Basic,7.99,0.2325,Low,Priority 4 - Low Risk
32602,Standard,15.99,0.2324,Low,Priority 4 - Low Risk
40807,Enterprise,599.88,0.2324,Low,Priority 4 - Low Risk
33345,Basic,119.88,0.2323,Low,Priority 4 - Low Risk
27518,Basic,83.88,0.2323,Low,Priority 4 - Low Risk
29996,Basic,101.88,0.2323,Low,Priority 4 - Low Risk
46130,Premium,22.49,0.2322,Low,Priority 4 - Low Risk
39275,Standard,172.68,0.2322,Low,Priority 4 - Low Risk
19078,Enterprise,539.88,0.2322,Low,Priority 4 - Low Risk
38982,Premium,24.99,0.2322,Low,Priority 4 - Low Risk
15020,Basic,119.88,0.2321,Low,Priority 4 - Low Risk
32600,Basic,119.88,0.2321,Low,Priority 4 - Low Risk
14411,Basic,107.88,0.2321,Low,Priority 4 - Low Risk
31026,Basic,119.88,0.2321,Low,Priority 4 - Low Risk
13014,Basic,9.99,0.2321,Low,Priority 4 - Low Risk
31264,Basic,7.99,0.2321,Low,Priority 4 - Low Risk
49404,Basic,6.99,0.232,Low,Priority 4 - Low Risk
18944,Standard,172.68,0.2319,Low,Priority 4 - Low Risk
47020,Basic,83.88,0.2319,Low,Priority 4 - Low Risk
42580,Enterprise,599.88,0.2318,Low,Priority 4 - Low Risk
17323,Basic,119.88,0.2318,Low,Priority 4 - Low Risk
32633,Basic,107.88,0.2317,Low,Priority 4 - Low Risk
21577,Premium,19.99,0.2317,Low,Priority 4 - Low Risk
5350,Basic,9.99,0.2317,Low,Priority 4 - Low Risk
49995,Basic,7.99,0.2317,Low,Priority 4 - Low Risk
50044,Basic,9.99,0.2317,Low,Priority 4 - Low Risk
25088,Basic,119.88,0.2317,Low,Priority 4 - Low Risk
24053,Premium,24.99,0.2317,Low,Priority 4 - Low Risk
20358,Enterprise,39.99,0.2317,Low,Priority 4 - Low Risk
13988,Standard,172.68,0.2316,Low,Priority 4 - Low Risk
50950,Standard,191.88,0.2316,Low,Priority 4 - Low Risk
17072,Standard,134.28,0.2316,Low,Priority 4 - Low Risk
38233,Enterprise,39.99,0.2316,Low,Priority 4 - Low Risk
22057,Basic,119.88,0.2316,Low,Priority 4 - Low Risk
29833,Standard,191.88,0.2316,Low,Priority 4 - Low Risk
4737,Enterprise,479.88,0.2315,Low,Priority 4 - Low Risk
37814,Enterprise,39.99,0.2315,Low,Priority 4 - Low Risk
10291,Premium,299.88,0.2315,Low,Priority 4 - Low Risk
35042,Standard,134.28,0.2315,Low,Priority 4 - Low Risk
49193,Basic,9.99,0.2315,Low,Priority 4 - Low Risk
42321,Basic,119.88,0.2315,Low,Priority 4 - Low Risk
44850,Basic,101.88,0.2314,Low,Priority 4 - Low Risk
17560,Basic,107.88,0.2314,Low,Priority 4 - Low Risk
45980,Enterprise,49.99,0.2314,Low,Priority 4 - Low Risk
8700,Standard,15.99,0.2313,Low,Priority 4 - Low Risk
40638,Standard,14.39,0.2313,Low,Priority 4 - Low Risk
8791,Basic,119.88,0.2313,Low,Priority 4 - Low Risk
44456,Basic,9.99,0.2313,Low,Priority 4 - Low Risk
13698,Standard,172.68,0.2313,Low,Priority 4 - Low Risk
26211,Basic,119.88,0.2313,Low,Priority 4 - Low Risk
23846,Enterprise,49.99,0.2312,Low,Priority 4 - Low Risk
16748,Standard,191.88,0.2312,Low,Priority 4 - Low Risk
28428,Basic,107.88,0.2312,Low,Priority 4 - Low Risk
6132,Standard,191.88,0.2312,Low,Priority 4 - Low Risk
16426,Premium,299.88,0.2312,Low,Priority 4 - Low Risk
17091,Basic,107.88,0.2312,Low,Priority 4 - Low Risk
1415,Premium,299.88,0.2312,Low,Priority 4 - Low Risk
31127,Standard,172.68,0.2311,Low,Priority 4 - Low Risk
8651,Enterprise,49.99,0.2311,Low,Priority 4 - Low Risk
48692,Standard,191.88,0.2311,Low,Priority 4 - Low Risk
48205,Premium,24.99,0.2311,Low,Priority 4 - Low Risk
10617,Basic,95.88,0.2311,Low,Priority 4 - Low Risk
38326,Basic,7.99,0.2311,Low,Priority 4 - Low Risk
35083,Premium,21.24,0.231,Low,Priority 4 - Low Risk
14597,Standard,163.07999999999998,0.231,Low,Priority 4 - Low Risk
34545,Basic,119.88,0.231,Low,Priority 4 - Low Risk
21973,Premium,24.99,0.231,Low,Priority 4 - Low Risk
51208,Basic,119.88,0.231,Low,Priority 4 - Low Risk
33506,Basic,101.88,0.231,Low,Priority 4 - Low Risk
40983,Standard,11.19,0.231,Low,Priority 4 - Low Risk
25784,Basic,83.88,0.231,Low,Priority 4 - Low Risk
15875,Basic,119.88,0.231,Low,Priority 4 - Low Risk
26495,Basic,101.88,0.231,Low,Priority 4 - Low Risk
8699,Standard,163.07999999999998,0.2309,Low,Priority 4 - Low Risk
22074,Basic,95.88,0.2309,Low,Priority 4 - Low Risk
16263,Premium,17.49,0.2308,Low,Priority 4 - Low Risk
2500,Enterprise,34.99,0.2308,Low,Priority 4 - Low Risk
42171,Basic,107.88,0.2308,Low,Priority 4 - Low Risk
10294,Enterprise,419.88,0.2308,Low,Priority 4 - Low Risk
31695,Enterprise,49.99,0.2308,Low,Priority 4 - Low Risk
26269,Premium,24.99,0.2308,Low,Priority 4 - Low Risk
42052,Basic,107.88,0.2307,Low,Priority 4 - Low Risk
1040,Basic,9.99,0.2307,Low,Priority 4 - Low Risk
9719,Premium,19.99,0.2306,Low,Priority 4 - Low Risk
15109,Enterprise,419.88,0.2306,Low,Priority 4 - Low Risk
43294,Basic,95.88,0.2306,Low,Priority 4 - Low Risk
10809,Premium,239.88,0.2306,Low,Priority 4 - Low Risk
40767,Enterprise,39.99,0.2306,Low,Priority 4 - Low Risk
36318,Standard,153.48,0.2306,Low,Priority 4 - Low Risk
44060,Basic,8.49,0.2306,Low,Priority 4 - Low Risk
7123,Basic,107.88,0.2306,Low,Priority 4 - Low Risk
11818,Premium,299.88,0.2305,Low,Priority 4 - Low Risk
19519,Standard,15.99,0.2305,Low,Priority 4 - Low Risk
4822,Basic,8.49,0.2304,Low,Priority 4 - Low Risk
1468,Basic,119.88,0.2304,Low,Priority 4 - Low Risk
25932,Standard,191.88,0.2304,Low,Priority 4 - Low Risk
29963,Premium,254.88,0.2304,Low,Priority 4 - Low Risk
8242,Basic,101.88,0.2303,Low,Priority 4 - Low Risk
44651,Premium,299.88,0.2303,Low,Priority 4 - Low Risk
8923,Basic,8.49,0.2303,Low,Priority 4 - Low Risk
12609,Premium,299.88,0.2303,Low,Priority 4 - Low Risk
40813,Basic,101.88,0.2302,Low,Priority 4 - Low Risk
37289,Premium,21.24,0.2302,Low,Priority 4 - Low Risk
19751,Basic,83.88,0.2302,Low,Priority 4 - Low Risk
10120,Basic,9.99,0.2302,Low,Priority 4 - Low Risk
33483,Premium,254.88,0.2302,Low,Priority 4 - Low Risk
18167,Standard,191.88,0.2302,Low,Priority 4 - Low Risk
41426,Premium,24.99,0.2302,Low,Priority 4 - Low Risk
23659,Basic,101.88,0.2302,Low,Priority 4 - Low Risk
12971,Standard,153.48,0.2301,Low,Priority 4 - Low Risk
24881,Basic,9.99,0.2301,Low,Priority 4 - Low Risk
39775,Premium,299.88,0.2301,Low,Priority 4 - Low Risk
27492,Premium,209.88,0.2301,Low,Priority 4 - Low Risk
48125,Basic,101.88,0.2301,Low,Priority 4 - Low Risk
25155,Enterprise,599.88,0.23,Low,Priority 4 - Low Risk
40297,Standard,15.99,0.23,Low,Priority 4 - Low Risk
7438,Enterprise,49.99,0.23,Low,Priority 4 - Low Risk
46498,Enterprise,49.99,0.23,Low,Priority 4 - Low Risk
31375,Basic,7.99,0.23,Low,Priority 4 - Low Risk
43904,Basic,9.99,0.23,Low,Priority 4 - Low Risk
23259,Enterprise,419.88,0.23,Low,Priority 4 - Low Risk
29460,Standard,15.99,0.2299,Low,Priority 4 - Low Risk
37747,Basic,119.88,0.2299,Low,Priority 4 - Low Risk
27299,Basic,9.99,0.2299,Low,Priority 4 - Low Risk
42877,Enterprise,49.99,0.2299,Low,Priority 4 - Low Risk
51096,Premium,254.88,0.2298,Low,Priority 4 - Low Risk
13680,Enterprise,599.88,0.2298,Low,Priority 4 - Low Risk
38415,Enterprise,599.88,0.2298,Low,Priority 4 - Low Risk
2664,Basic,9.99,0.2298,Low,Priority 4 - Low Risk
42554,Basic,119.88,0.2298,Low,Priority 4 - Low Risk
6713,Standard,172.68,0.2297,Low,Priority 4 - Low Risk
2652,Basic,8.49,0.2297,Low,Priority 4 - Low Risk
39717,Basic,9.99,0.2297,Low,Priority 4 - Low Risk
48415,Basic,9.99,0.2297,Low,Priority 4 - Low Risk
2724,Premium,24.99,0.2296,Low,Priority 4 - Low Risk
41395,Premium,299.88,0.2296,Low,Priority 4 - Low Risk
5428,Premium,299.88,0.2296,Low,Priority 4 - Low Risk
43492,Standard,153.48,0.2296,Low,Priority 4 - Low Risk
20533,Standard,191.88,0.2296,Low,Priority 4 - Low Risk
40643,Basic,107.88,0.2296,Low,Priority 4 - Low Risk
32763,Premium,24.99,0.2296,Low,Priority 4 - Low Risk
31829,Standard,15.99,0.2295,Low,Priority 4 - Low Risk
40257,Basic,101.88,0.2295,Low,Priority 4 - Low Risk
37439,Premium,299.88,0.2295,Low,Priority 4 - Low Risk
3385,Standard,191.88,0.2295,Low,Priority 4 - Low Risk
32469,Basic,107.88,0.2295,Low,Priority 4 - Low Risk
33676,Enterprise,49.99,0.2295,Low,Priority 4 - Low Risk
17303,Premium,17.49,0.2295,Low,Priority 4 - Low Risk
33089,Basic,7.99,0.2294,Low,Priority 4 - Low Risk
47298,Enterprise,599.88,0.2294,Low,Priority 4 - Low Risk
16027,Basic,83.88,0.2293,Low,Priority 4 - Low Risk
19560,Basic,107.88,0.2293,Low,Priority 4 - Low Risk
24142,Basic,6.99,0.2293,Low,Priority 4 - Low Risk
34819,Premium,209.88,0.2293,Low,Priority 4 - Low Risk
47591,Standard,15.99,0.2293,Low,Priority 4 - Low Risk
8320,Premium,17.49,0.2292,Low,Priority 4 - Low Risk
14322,Basic,119.88,0.2292,Low,Priority 4 - Low Risk
10133,Enterprise,42.49,0.2291,Low,Priority 4 - Low Risk
7690,Standard,14.39,0.2291,Low,Priority 4 - Low Risk
3350,Premium,299.88,0.2291,Low,Priority 4 - Low Risk
24023,Basic,119.88,0.229,Low,Priority 4 - Low Risk
34904,Standard,191.88,0.229,Low,Priority 4 - Low Risk
37242,Basic,119.88,0.229,Low,Priority 4 - Low Risk
43639,Enterprise,599.88,0.229,Low,Priority 4 - Low Risk
17920,Basic,6.99,0.2289,Low,Priority 4 - Low Risk
37083,Standard,15.99,0.2289,Low,Priority 4 - Low Risk
38073,Basic,9.99,0.2289,Low,Priority 4 - Low Risk
11798,Basic,107.88,0.2289,Low,Priority 4 - Low Risk
38712,Premium,17.49,0.2289,Low,Priority 4 - Low Risk
35,Enterprise,49.99,0.2288,Low,Priority 4 - Low Risk
43648,Basic,119.88,0.2287,Low,Priority 4 - Low Risk
43662,Basic,119.88,0.2287,Low,Priority 4 - Low Risk
8168,Standard,15.99,0.2287,Low,Priority 4 - Low Risk
7019,Premium,24.99,0.2287,Low,Priority 4 - Low Risk
1499,Standard,163.07999999999998,0.2287,Low,Priority 4 - Low Risk
7475,Standard,172.68,0.2287,Low,Priority 4 - Low Risk
37023,Basic,8.49,0.2287,Low,Priority 4 - Low Risk
6965,Basic,83.88,0.2286,Low,Priority 4 - Low Risk
19944,Premium,24.99,0.2286,Low,Priority 4 - Low Risk
32636,Standard,15.99,0.2286,Low,Priority 4 - Low Risk
19859,Standard,163.07999999999998,0.2286,Low,Priority 4 - Low Risk
8544,Basic,119.88,0.2286,Low,Priority 4 - Low Risk
15802,Basic,107.88,0.2286,Low,Priority 4 - Low Risk
39844,Premium,269.88,0.2286,Low,Priority 4 - Low Risk
7801,Standard,15.99,0.2285,Low,Priority 4 - Low Risk
42061,Standard,191.88,0.2285,Low,Priority 4 - Low Risk
48306,Standard,15.99,0.2285,Low,Priority 4 - Low Risk
43608,Standard,11.19,0.2285,Low,Priority 4 - Low Risk
32322,Basic,9.99,0.2285,Low,Priority 4 - Low Risk
21159,Basic,119.88,0.2284,Low,Priority 4 - Low Risk
30065,Premium,299.88,0.2284,Low,Priority 4 - Low Risk
32216,Premium,17.49,0.2284,Low,Priority 4 - Low Risk
12911,Enterprise,419.88,0.2283,Low,Priority 4 - Low Risk
22625,Basic,9.99,0.2283,Low,Priority 4 - Low Risk
32797,Premium,22.49,0.2283,Low,Priority 4 - Low Risk
33939,Basic,6.99,0.2283,Low,Priority 4 - Low Risk
23520,Premium,299.88,0.2283,Low,Priority 4 - Low Risk
39692,Premium,22.49,0.2283,Low,Priority 4 - Low Risk
41192,Basic,119.88,0.2283,Low,Priority 4 - Low Risk
1153,Enterprise,599.88,0.2283,Low,Priority 4 - Low Risk
37351,Basic,7.99,0.2282,Low,Priority 4 - Low Risk
16521,Premium,24.99,0.2282,Low,Priority 4 - Low Risk
35622,Basic,8.99,0.2282,Low,Priority 4 - Low Risk
48200,Basic,7.99,0.2282,Low,Priority 4 - Low Risk
36882,Basic,101.88,0.2282,Low,Priority 4 - Low Risk
36666,Standard,191.88,0.2282,Low,Priority 4 - Low Risk
44764,Premium,299.88,0.2282,Low,Priority 4 - Low Risk
36963,Standard,153.48,0.2281,Low,Priority 4 - Low Risk
15998,Basic,119.88,0.2281,Low,Priority 4 - Low Risk
14847,Basic,9.99,0.2281,Low,Priority 4 - Low Risk
526,Standard,11.19,0.2281,Low,Priority 4 - Low Risk
47399,Basic,119.88,0.2281,Low,Priority 4 - Low Risk
38871,Standard,163.07999999999998,0.2281,Low,Priority 4 - Low Risk
24428,Standard,191.88,0.228,Low,Priority 4 - Low Risk
1997,Basic,101.88,0.228,Low,Priority 4 - Low Risk
48597,Standard,14.39,0.228,Low,Priority 4 - Low Risk
41421,Standard,191.88,0.2279,Low,Priority 4 - Low Risk
34354,Premium,24.99,0.2279,Low,Priority 4 - Low Risk
41343,Standard,12.79,0.2279,Low,Priority 4 - Low Risk
18279,Premium,24.99,0.2279,Low,Priority 4 - Low Risk
32615,Basic,107.88,0.2278,Low,Priority 4 - Low Risk
35872,Premium,22.49,0.2278,Low,Priority 4 - Low Risk
39425,Standard,13.59,0.2278,Low,Priority 4 - Low Risk
40786,Premium,24.99,0.2278,Low,Priority 4 - Low Risk
34651,Basic,107.88,0.2278,Low,Priority 4 - Low Risk
30730,Premium,299.88,0.2278,Low,Priority 4 - Low Risk
16095,Basic,107.88,0.2277,Low,Priority 4 - Low Risk
32086,Premium,209.88,0.2277,Low,Priority 4 - Low Risk
6325,Basic,95.88,0.2277,Low,Priority 4 - Low Risk
14190,Enterprise,599.88,0.2277,Low,Priority 4 - Low Risk
32184,Basic,119.88,0.2276,Low,Priority 4 - Low Risk
4182,Basic,119.88,0.2276,Low,Priority 4 - Low Risk
36270,Basic,95.88,0.2276,Low,Priority 4 - Low Risk
129,Enterprise,49.99,0.2276,Low,Priority 4 - Low Risk
46606,Enterprise,39.99,0.2275,Low,Priority 4 - Low Risk
8606,Basic,8.49,0.2275,Low,Priority 4 - Low Risk
37290,Premium,299.88,0.2274,Low,Priority 4 - Low Risk
5703,Standard,153.48,0.2274,Low,Priority 4 - Low Risk
17981,Basic,8.49,0.2274,Low,Priority 4 - Low Risk
38672,Basic,119.88,0.2274,Low,Priority 4 - Low Risk
41269,Standard,12.79,0.2274,Low,Priority 4 - Low Risk
45820,Standard,15.99,0.2274,Low,Priority 4 - Low Risk
15872,Standard,191.88,0.2273,Low,Priority 4 - Low Risk
6892,Basic,9.99,0.2273,Low,Priority 4 - Low Risk
38832,Standard,191.88,0.2273,Low,Priority 4 - Low Risk
39139,Standard,15.99,0.2273,Low,Priority 4 - Low Risk
36328,Standard,172.68,0.2273,Low,Priority 4 - Low Risk
2965,Standard,11.19,0.2272,Low,Priority 4 - Low Risk
9523,Standard,172.68,0.2272,Low,Priority 4 - Low Risk
15113,Basic,119.88,0.2272,Low,Priority 4 - Low Risk
17292,Basic,7.99,0.2272,Low,Priority 4 - Low Risk
2162,Basic,9.99,0.2271,Low,Priority 4 - Low Risk
4298,Enterprise,49.99,0.2271,Low,Priority 4 - Low Risk
14538,Basic,107.88,0.2271,Low,Priority 4 - Low Risk
20207,Standard,14.39,0.2271,Low,Priority 4 - Low Risk
13782,Premium,19.99,0.2271,Low,Priority 4 - Low Risk
19784,Premium,209.88,0.2271,Low,Priority 4 - Low Risk
23863,Premium,24.99,0.2271,Low,Priority 4 - Low Risk
8070,Standard,14.39,0.2271,Low,Priority 4 - Low Risk
30477,Basic,9.99,0.227,Low,Priority 4 - Low Risk
42220,Basic,119.88,0.227,Low,Priority 4 - Low Risk
16440,Basic,9.99,0.227,Low,Priority 4 - Low Risk
24275,Enterprise,509.88,0.227,Low,Priority 4 - Low Risk
44689,Basic,95.88,0.2269,Low,Priority 4 - Low Risk
50373,Standard,191.88,0.2269,Low,Priority 4 - Low Risk
24153,Basic,119.88,0.2268,Low,Priority 4 - Low Risk
8000,Standard,15.99,0.2268,Low,Priority 4 - Low Risk
46340,Enterprise,539.88,0.2268,Low,Priority 4 - Low Risk
21271,Standard,15.99,0.2267,Low,Priority 4 - Low Risk
51739,Premium,269.88,0.2267,Low,Priority 4 - Low Risk
26110,Basic,119.88,0.2267,Low,Priority 4 - Low Risk
42397,Basic,6.99,0.2267,Low,Priority 4 - Low Risk
33425,Basic,9.99,0.2267,Low,Priority 4 - Low Risk
12321,Standard,14.39,0.2267,Low,Priority 4 - Low Risk
22319,Basic,7.99,0.2266,Low,Priority 4 - Low Risk
25768,Basic,119.88,0.2266,Low,Priority 4 - Low Risk
